楼盘名称,项目别名,jd,wd
铺金昊城,铺金昊城,,
铺仁路25号,天香丽苑,,
铺向路1号,天怡碧桂苑;碧桂苑,,
蒲草田22号,蒲草田小区,,
蒲海万年,,,
浦辉温泉二号,,,
七贤街小区,,,
七一新村,七一新村,,
栖枫上院,栖枫上院,,
栖霞路8号,重庆奥林匹克花园雅典阳光;雅典阳光;奥林匹克花园一期,,
奇峰清华源,清华源;清华园;奇峰清华源二期;奇峰清华源三期,,
奇峰自由湾,奇峰自由湾,,
祈年悦城,祈年悦城MODO悦城;祈年悦城,,
骑鞍凤西锦园,,,
祺祥楼,祺祥楼,,
旗山路252号,绿苑小区,,
旗山路8号,华欧理想城;华瓯理想城,,
綦江大石路小区,綦江大石路小区,,
綦江健康路5号,全泰栖苑,,
綦江绿洲苑,綦江绿洲苑,,
綦江文昌巷,,,
綦江学府雅苑,綦江学府雅苑,,
麒麟香山,麒麟香山,,
麒龙小区,,,
麒雅中央花园,麒雅·中央花园;中央花园,,
气矿小区,气矿家属院,,
汽修厂家属区,,,
千秋花园,千秋花园,,
千山明月清泉,,,
千山阳光水岸,千山阳光,,
千竹苑,千竹苑,,
前进村88号,上新山水,,
前进路38号,西郊大厦,,
前进坡小区,前进坡小区,,
前进小区,,,
前进支路18号,晋愉汇彩阁;汇彩阁,,
前进支路1号,跃华新都,,
强晏水乡怡苑,,,
蔷薇路66号,普瑞花园,,
蔷薇支路2号,同景国际城E组团;中国铁建·山水时光,,
桥北村,桥北村,,
桥北村272号,渝澳港湾,,
桥北路12号,东林雅润,,
桥北一路4号,西泽雅苑,,
桥北苑10号,南方上格林黄桷苑;黄桷苑,,
桥北苑11号,南方格林雅墅,,
桥北苑17号,南方上格林青海苑;青海苑,,
桥北苑18号,南方上格林蓝天苑;蓝天苑,,
桥北苑19号,南方上格林紫薇苑;紫薇苑,,
桥北苑20号,南方上格林阳光美谷;阳光美谷,,
桥北苑5号,望江阁,,
桥北苑6号,南方上格林红枫苑;红枫苑,,
桥北苑7号,南方上格林锦程苑;锦程苑,,
桥鸿一村,,,
桥鸿一村48号,鸿恩雅苑,,
桥南村,桥南村,,
桥南村7号,晨曦花园,,
桥南路4号,江岸丽都,,
桥南社区,桥南社区,,
茄子溪223号,茄子溪223号,,
茄子溪新街1号,茄子溪新街1号,,
茄子溪正街267号,珊瑚楼,,
秦家池街188号,宝润国际公馆,,
秦家院290号,大江东岸;凯川大江东岸,,
勤俭村小区,,,
勤俭二村18号,勤俭二村,,
勤俭一村13号,勤俭一村13号,,
勤俭一村14号,勤俭一村14号,,
勤俭一村15号,勤俭一村15号,,
勤俭一村16号,勤俭一村16号,,
勤俭一村17号,勤俭一村17号,,
勤俭一村2号,长安景苑,,
勤居村,嘉陵厂勤居村,,
青东路31号,茂余花园,,
青枫南路50号,尚源印象,,
青湖小区,,,
青龙村11号,桃源丽景;桃园丽景,,
青龙村13号,华美时代城;华美·时代城;石坪桥时代城,,
青龙村17号,望京有人醉,,
青龙街142号,江畔人家,,
青龙岭,,,
青龙路103号,竞地溯源阁;溯源阁;竟地溯源阁,,
青龙路109号,城南新居；诚南新居,,
青龙路32号,白鹤苑,,
青龙路36号,金阳罗马假日;罗马假日,,
青龙路8号,巨成龙湾,,
青龙路94号,绿洲龙城;绿城龙洲,,
青山美郡,,,
轻港佳苑,轻港佳苑,,
清风柳庄,,,
清华SOHO,,,
清华家园,,,
清江上城,,,
清迈阳光,清迈阳光;北城清迈阳光,,
清溪路169号,融汇温泉城A区;融汇国际温泉城泉景;融汇温泉城泉景,,
庆铃厂小区,,,
秋实又一城,秋实又一城,,
求新村4号,龙湖郦江,,
区府家属院,,,
区医院家属院,,,
全兴别墅,,,
泉里公寓,泉里SOHO;融汇温泉城泉里公寓,,
泉里小镇,融汇温泉城·泉里小镇,,
群乐村,群乐村,,
群乐路25号,群乐佳苑,,
群乐新村,群乐新村；群乐路25号,,
燃气花园,燃气花园,,
冉家坝社区,冉家坝社区,,
染料村3号,染料村,,
染料新村,,,
人和大道11号,加新仁和欣座;仁和欣座;仁和新座,,
人和大道42号 ,天一B区,,
人和大道8号,凯旋星座;耀文凯旋星座,,
人和家园,人和家园,,
人和街12号,渝中区人和街;人和街,,
人和街13号,星都花园,,
人和街14号,渝中区人和街;人和街,,
人和街16号,渝中区人和街;人和街,,
人和街18号,渝中区人和街;人和街,,
人和街20号,渝中区人和街;人和街,,
人和街22号,渝中区人和街;人和街,,
人和街24号,渝中区人和街;人和街,,
人和街26号,渝中区人和街;人和街,,
人和街28号,渝中区人和街;人和街,,
人和街31号,金夏苑,,
人和街38号,通泰大厦,,
人和街46-47号,宏福楼,,
人和街48号,渝中区人和街;人和街,,
人和街4号,渝中区人和街;人和街,,
人和街62号,渝中区人和街;人和街,,
人和街64号,渝中区人和街;人和街,,
人和街66号,渝中区人和街;人和街,,
人和街68号,渝中区人和街;人和街,,
人和街6号,渝中区人和街;人和街,,
人和街74号,人和花园;人和花园A区;人和花园B区,,
人和街76号,渝中区人和街;人和街,,
人和街78号,渝中区人和街;人和街,,
人和街80号,渝中区人和街;人和街,,
人和街82号,渝中区人和街;人和街,,
人和街84号,渝中区人和街;人和街,,
人和街86号,渝中区人和街;人和街,,
人和街88号,渝中区人和街;人和街,,
人和街90号,渝中区人和街;人和街,,
人和街92号,渝中区人和街;人和街,,
人和街94号,渝中区人和街;人和街,,
人和街96号,渝中区人和街;人和街,,
人和街98号,渝中区人和街;人和街,,
人和街小区,,,
人和康居,人和康居五期;康居五期;人和康居三期;康居三期;人和康居一期,,
人和石油小区,人和石油小区,,
人和万年路148号,转运花园,,
人和屋,,,
人和欣座,人和欣座;人和加期欣座,,
人和兴业路,,,
人民北路249号,巨宇江南,,
人民北路69号,金港明珠,,
人民村,北碚人民村,,
人民大道111号,金色大地,,
人民大道333号,康桥生活公园；鸿翔·康桥生活公园,,
人民大道555号,金剑小区,,
人民大道661号,金域蓝湾;金域蓝湾(綦江),,
人民大道755号,昌龙·阳光尚城；阳光尚城,,
人民东路133号,君临棠城,,
人民东路168号,红河枫景；竣祥红河枫景,,
人民东路16号,天地豪庭,,
人民东路后街小区,,,
人民花园,渝中人民花园,,
人民路113号,四海大厦,,
人民路150号附6,渝建村,,
人民路20号,兴远大厦,,
人民路22号,兴扬大厦,,
人民路小区,,,
人民南路66号,竹映三清,,
人民西路15号,AC世纪,,
人民西路小区,,,
人民支路11号,人民支路小区,,
人民支路13号,人民支路小区,,
人民支路15号,人民支路小区,,
人民支路17号,人民支路小区,,
人民支路19号,静园（渝中区）,,
人民支路1号,人民支路小区,,
人民支路23号,人民支路小区,,
人民支路25号,人民支路小区,,
人民支路27号,人民支路小区,,
人民支路29号,人民支路小区,,
人民支路31号,人民支路小区,,
人民支路33号,人民支路小区,,
人民支路35号,人民支路小区,,
人民支路37号,人民支路小区,,
人民支路39号,人民支路小区,,
人民支路3号,人民支路小区,,
人民支路41号,人民支路小区,,
人民支路43号,人民支路小区,,
人民支路45号,人民支路小区,,
人民支路47号,人民支路小区,,
人民支路49号,人民支路小区,,
人民支路4号,人民支路小区,,
人民支路50号,人民支路小区,,
人民支路51号,人民支路小区,,
人民支路52号,人民支路小区,,
人民支路53号,人民支路小区,,
人民支路54号,人民支路小区,,
人民支路5号,人民支路小区,,
人民支路64号,人民支路小区,,
人民支路66号,鑫泰大厦,,
人民支路68号,人民支路小区,,
人民支路72号,人民支路小区,,
人民支路74号,人民支路小区,,
人民支路76号,人民支路小区,,
人民支路78号,人民支路小区,,
人民支路7号,人民支路小区,,
人民支路80号,人民支路小区,,
人民支路82号,人民支路小区,,
人民支路88号,人民支路小区,,
人民支路90号,人民支路小区,,
人民支路92号,人民支路小区,,
人民支路94号,人民支路小区,,
人民支路96号,人民支路小区,,
人民支路9号,人民支路小区,,
人兴路301号,人和华夏城一期；人和华夏城,,
人兴路302号,人和华夏城二期,,
人兴路303号,人和华夏城三期,,
人兴支路23号,金利大厦,,
人兴支路小区,,,
仁安龙城国际,龙城国际;仁安·龙城国际;仁安龙城国际二期;仁安龙城国际三期,,
仁豪星城,,,
任家梁子,任家梁子,,
日月山庄,日月山庄小区,,
荣华名都,,,
荣华小区,荣华；荣华富贵,,
荣涛丽苑,荣涛丽苑,,
榕湖国际花园,,,
融创白象街,融创白象街,,
融创凡尔赛领馆,凡尔赛领馆,,
融创金贸时代,奥林匹克花园十三期;融创金贸时代;金贸时代,,
融创欧麓花园城,融创欧麓花园城;欧麓花园城;鸥麓花园城,,
融创御锦,融创御锦;奥林匹克花园十期,,
融汇半岛C公馆,融汇半岛十三期,,
融汇半岛五园湾,融汇半岛五园湾;融汇半岛五期,,
融汇半岛香山美墅,融汇半岛香山美墅,,
融汇大道11号,融汇半岛玫瑰公馆;融汇半岛十一期,,
融汇大道12号,融汇半岛格林美地;融汇半岛十二期;融汇格林美地,,
融汇大道1号,融汇半岛一期;融汇半岛,,
融汇大道2号,融汇半岛二期,,
融汇大道3号,香缇卡纳;融汇半岛3期;融汇半岛香缇卡纳;融汇半岛三期,,
融汇大道5号附60号,融汇江山;融汇半岛五期D区;融汇半岛五期E区,,
融汇大道6号,融汇半岛香缇漫山;融汇半岛六期,,
融汇大道7号,融汇半岛爱窝;融汇爱窝;融汇半岛七期,,
融汇大道8号,融汇半岛八期;融汇半岛艾德公馆;融汇·艾德公馆,,
融汇温泉城锦华里,融汇温泉城锦华里东区;融汇温泉城锦华里西区;融汇温泉城D区;融汇温泉城五期,,
融汇温泉城锦绣里,融汇温泉城锦绣里,,
融汇温泉城圣地亚,融汇温泉城圣地亚;融汇温泉城C区,,
融科金色时代,融科金色时代,,
融侨城,金辉融侨城;融侨城花漫庭;融侨城花湖汀;融侨城花湖汀2A;融侨城江云渡,,
融侨城四期,金辉城春上南滨;金辉城四期;金辉融侨城四期,,
如意天地,,,
如意小区,,,
瑞安小区,瑞安花苑,,
瑞俊景园,瑞骏景园,,
瑞山西路小区,,,
瑞天路182号,重庆天地雍江艺庭;新天地雍江艺庭;雍江艺庭,,
瑞天路196号,重庆天地雍江苑;新天地雍江苑;雍江苑,,
瑞天路51号,雍江御庭;重庆天地雍江御庭;雍江御苑,,
瑞天路61号,重庆天地雍江悦庭;雍江悦庭;新天地雍江悦庭,,
瑞雪花园,,,
睿城,睿城(百安花园II期),,
润安五月花房,润安五月花房,,
润丰水尚,润丰水尚;润丰水尚观湖台,,
塞亚滨江花园,,,
三倒拐步行街小区,江津米花糖厂对面;三倒拐,,
三钢二路8号,极鼎城市经典;城市经典,,
三钢片区,,,
三和苑,三和苑,,
三花石,,,
三机关,,,
三江街,三江街,,
三江街小区,,,
三角花园,,,
三凌雅苑,三凌雅苑,,
三陵大厦,三陵大厦;三菱大厦;三凌大厦,,
三陵雅园,三陵雅园A区;三陵雅园B区,,
三七逸景,,,
三设计院家属楼,,,
三通街小区,,,
三星锦绣园,,,
三优小区,三优小区,,
三院集资房,,,
三支路小区,,,
森林居,,,
森望滟澜湖,,,
森香路77号,聚盛逸品森香;逸品森香;聚盛·逸品森香,,
沙北村63号,沙北村63号,,
沙北街20号,沙北街20号,,
沙北街4号,劳动苑,,
沙北街60号,沙北街,,
沙北街83号,重庆大学科技广场,,
沙北街92号,沙北街92号,,
沙滨路10号,保利康桥,,
沙滨路11号,财信沙滨城市,,
沙滨路13号,华宇金沙巨人,,
沙滨路58号,宝嘉江枫美岸；江枫美岸,,
沙滨路66号,华宇秋水长天;秋水长天,,
沙滨路8号,华宇金沙东岸,,
沙滨路9号,美丽山水；卓越·美丽山水;卓越美丽山水,,
沙龙路3段3999号,向往·滨河欣城;向往滨河欣城,,
沙龙路二段1275号,香怡江山,,
沙龙路二段1299号,国成·江山龙苑;江山龙苑,,
沙龙路二段1318号,龙山观邸,,
沙南街49号,星翰大厦,,
沙南街4号,金港大厦,,
沙坪坝北村61附2号,沙坪坝北村61附2号,,
沙坪坝北街社区,,,
沙坪坝都市花园,都市花园；燕渝苑,,
沙坪坝金华苑,沙坪坝金华苑;金华苑（凤天路）,,
沙坪坝南街49号,星瀚大厦,,
沙坪坝正街19号,郁金香国际公寓,,
沙坪坝正街2号,欣阳广场;欣阳小区,,
沙坪坝正街37号,知联大厦,,
沙坪坝正街39号,金象左右SOLO公寓;金象左右,,
沙坪坝正街77号,学府苑,,
沙坪大道8号,美绿居；美绿居·翡翠名苑,,
沙区嘉和苑,嘉和苑（沙坪坝）;沙区嘉和苑,,
沙铁村,沙铁村,,
沙铁小区,沙铁小区,,
沙溪路22号,银海新城三期；綦江银海新城;银海新城,,
沙杨路128号,东和科苑;东和科苑SOHO,,
沙杨路55号,宏信南开蓓蕾城；南开·书香雅居（蓓蕾城）;南开蓓蕾城;沙中路南开蓓蕾城,,
沙杨路67号,书香世家；聚维书香世家,,
沙杨路小区,沙杨路小区;沙杨路17号,,
沙正街127号,沙正街127号,,
沙正街80号,同创大厦,,
沙正街小区,,,
沙中路33号,沙中路小区,,
沙中路34号,沙中路小区,,
沙中路35号,沙中路小区,,
沙中路36号,沙中路小区,,
沙中路37号,沙中路小区,,
沙中路38号,沙中路小区,,
沙中路39号,沙中路小区,,
沙中路43号,沙中路小区,,
沙中路44号,沙中路小区,,
沙中路45号,沙中路小区,,
晒关坪小区,,,
晒光村56号,篱岛生态小区;篱岛小区,,
晒光坪1号,升伟新天地,,
晒光坪30号,沙坪坝世纪花园,,
晒光坪38号,新城小区,,
晒光坪39号,晒光坪小区;晒光坪,,
晒光坪52号,晒光坪52号;升伟天星苑,,
晒光坪56号,晒光坪小区;晒光坪,,
晒光坪63号,庆泰花园,,
晒光坪64号,晒光坪64号,,
晒光坪65号,顺东屋业,,
晒光坪66号,康源小区,,
晒光坪69号,华宇福源山庄;福源山庄二期,,
晒光坪70号,天福景苑,,
晒光坪88号,晒光坪小区;晒光坪,,
晒光坪89号,斌鑫云景天城;云景天城,,
晒光坪95号,锦绣天城;锦绣天城一期,,
山城巷83号,山城巷,,
山城巷84号,山城巷,,
山洞路128号,山林雅园,,
山河大厦,山河大厦,,
山河路9号,中豪公园尚城;中豪·公园尚城,,
山涧水岸,山涧水岸,,
山林村28号,山林花园,,
山林路32号,蓝天小区,,
山奇小区,,,
山色花园,,,
山水景园,山水景园,,
山水丽都,山水丽都;山水丽城,,
山水名邸,,,
山水天成,山水天成,,
山益村10号,山益村,,
山益村15号,山益村,,
山益村18号,山益村,,
山益村8号,山益村,,
山益村9号,山益村,,
山予城,山予城,,
山语间,山语间二期;山语间爱尚,,
山语映像,,,
珊瑚村,温馨南苑小区,,
珊瑚村8号,万达广场,,
珊瑚大厦,珊瑚大厦;南坪珊瑚大厦,,
珊瑚路1号,贝迪新城三期,,
珊瑚路2号,万达广场铭邸;万达广场一组团,,
珊瑚路4号,万达铂邸;万达广场铂邸,,
珊瑚路6号,万达广场锋邸;万达广场二组团,,
珊瑚路8号,万达广场银邸,,
陕西路22号,长航大厦,,
陕西路24号,金海洋商厦,,
陕西路52号,大生大厦,,
陕西路61号,恒滨商厦;恒滨金港湾;恒滨大厦,,
陕西路9号,基良广场;基良广场塔楼;基良港澳广场商住楼;基良大厦,,
陕西路六巷8号,港渝广场,,
陕西路小区,陕西路小区,,
商检局宿舍,,,
商贸城,,,
商贸国际公寓,,,
商业院20号,,,
商业院21号,,,
上邦国际社区,上邦国际;上邦国际高尔夫,,
上邦山居岁月,,,
上创凤林江岸,,,
上大田湾60号,上大田湾;大田湾,,
上大田湾61号,上大田湾;大田湾,,
上大田湾62号,上大田湾;大田湾,,
上大田湾63号,上大田湾;大田湾,,
上大田湾64号,上大田湾;大田湾,,
上大田湾军干所,上大田湾军干所,,
上丁跃世界,上丁跃世界,,
上宏大厦,,,
上桥二村5号,上桥二村,,
上桥三村73号,煤科院家属区,,
上桥新街39号,益川科能小区,,
上清寺路111号,新天地公寓,,
上清寺路14号,太平洋B座;太平洋广场,,
上清寺路178号,天江苑,,
上清寺路50号,上清寺路50号,,
上清寺路52号,上清寺路52号,,
上清寺路60号,上清寺路60号,,
上清寺路68号,上清寺路68号,,
上清寺路70附2号,上清寺路70附2号,,
上清寺路74号,上清寺路74号,,
上清寺路75号,上清寺路75号,,
上清寺路77号,上清寺路77号,,
上清寺路79号,上清寺路79号,,
上清寺路80号,上清寺路80号,,
上清寺路83号,自然大地,,
上清寺路86号,上清寺路86号,,
上清寺小区,,,
上山村102号,上山村,,
上升街57号,锦绣春天,,
上什字,,,
上什字东路41号,鑫鑫花园,,
上什字西路161号,安太花园,,
上什字西路40号,正吉小区,,
上土湾188号,千竹景园；千竹景苑,,
上土湾68号,上土湾小区,,
上土湾69号,上土湾小区,,
上土湾70号,上土湾小区,,
上土湾71号,上土湾小区,,
上肖家湾140号,上肖家湾老小区;上肖家湾,,
上肖家湾141号,上肖家湾老小区;上肖家湾,,
上肖家湾17号,金鹏花园,,
上肖家湾1号,上肖家湾老小区;上肖家湾,,
上肖家湾3号,上肖家湾老小区;上肖家湾,,
上新街小区,,,
上游福地,,,
上游三村,,,
上游三村7号,紫薇西城映画;西城映画,,
上游三村8号,轻轨综合楼,,
上曾家岩23号,上曾家岩23号,,
尚北城邦,,,
尚风名居,,,
尚林汇景,尚林汇景,,
尚品丽景,尚品丽景,,
尚品路777号,鲁能星城五街区,,
尚品路778号,鲁能星城六街区,,
尚特区,,,
尚新小区,尚新小区,,
尚阳康城,尚阳康城,,
社科院,社科院,,
申基会展国际,申基会展国际,,
申基索菲特,申基索菲特,,
神仙口,,,
升伟朝凤苑,升伟朝凤苑;朝凤苑;朝凤园,,
升伟新民居,升伟新民居,,
升伟新时空,升伟新时空;升伟新时空（二期）;升伟新时空二期,,
